,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition
6708,455000.0,4,2.5,2950,4502,2.0,3
6709,458500.0,2,1.75,1160,6828,1.0,3
6710,549900.0,4,3.5,3420,4751,2.0,3
6711,750000.0,3,1.75,2240,10578,2.0,5
6712,235000.0,4,1.75,1450,8891,1.5,3
6713,286000.0,4,2.5,1820,7930,2.0,5
6714,2650000.0,4,3.5,4700,13730,2.0,3
6715,602000.0,4,1.75,2430,14000,1.0,4
6716,640000.0,3,1.5,1960,4080,1.5,3
6717,267000.0,3,1.75,1440,10920,1.0,4
6718,712000.0,4,2.5,2730,4385,2.0,3
6719,244500.0,2,1.0,910,9000,1.0,3
6720,301000.0,2,1.0,910,9000,1.0,3
6721,990000.0,4,2.5,2430,6325,2.0,4
6722,739999.0,4,2.75,3350,6500,2.0,3
6723,480000.0,4,1.75,2320,4322,1.0,3
6724,305000.0,3,2.5,1260,1622,3.0,3
6725,703300.0,3,2.0,1980,3525,1.5,4
6726,265000.0,4,1.5,1580,8468,2.0,4
6727,600000.0,4,2.5,2710,35009,2.0,3
6728,253000.0,3,1.0,1400,9750,1.0,3
6729,617950.0,4,2.5,2410,7950,2.0,3
6730,385000.0,4,3.25,1790,2460,2.0,4
6731,319000.0,3,2.0,1640,9234,1.0,5
6732,696000.0,3,2.5,1670,8023,1.0,5
6733,345000.0,2,1.0,970,5750,1.0,4
6734,380000.0,3,2.5,1610,1778,3.0,3
6735,647500.0,4,1.75,2060,26036,1.0,4
6736,725000.0,3,2.5,3570,35271,2.0,3
6737,269950.0,3,1.75,1400,7735,1.0,4
6738,875000.0,4,2.5,3470,32109,2.0,3
6739,299950.0,3,1.0,1210,9525,1.0,3
6740,1875000.0,4,3.25,3930,10929,2.0,3
6741,430000.0,2,1.0,990,4802,1.0,3
6742,495000.0,5,2.5,2200,4942,2.0,3
6743,275000.0,3,1.5,1510,16200,1.0,3
6744,333000.0,3,1.0,1620,5040,1.0,3
6745,247000.0,3,2.25,1580,7941,2.0,4
6746,204555.0,3,1.75,1260,15000,1.5,4
6747,432000.0,3,2.0,2190,13673,1.0,4
6748,175000.0,3,1.75,1230,13056,1.0,4
6749,556300.0,4,2.5,2030,7140,1.0,4
6750,286000.0,2,1.0,780,3475,1.0,4
6751,320000.0,2,1.5,1110,1200,3.0,3
6752,815000.0,3,2.5,2790,53143,2.0,4
6753,385000.0,4,1.75,1660,10757,1.0,3
6754,1039000.0,4,1.0,3410,5000,2.0,5
6755,350000.0,4,2.25,2390,13002,2.0,3
6756,277000.0,4,2.5,1850,5880,2.0,3
6757,415000.0,6,2.0,2500,5200,1.0,3
6758,295000.0,3,1.0,1000,8320,1.0,5
6759,969000.0,4,2.0,2450,5000,2.0,5
6760,339888.0,4,1.75,1440,6144,1.0,5
6761,269950.0,3,2.25,1660,7003,2.0,3
6762,1185000.0,3,2.5,2510,4600,2.0,3
6763,780000.0,4,2.5,3090,12511,2.0,4
6764,198000.0,3,1.0,860,5185,1.0,4
6765,350000.0,2,1.0,1220,28703,1.0,4
6766,350000.0,3,1.0,1010,7680,1.0,4
6767,319000.0,4,2.25,2390,7350,2.0,3
6768,311000.0,4,2.25,3340,8000,2.0,4
6769,394000.0,5,3.25,3620,4650,2.0,3
6770,1335000.0,5,2.25,4200,5800,2.5,4
6771,2700000.0,5,2.75,3831,13800,2.0,3
6772,396000.0,3,1.0,1980,9540,1.0,3
6773,809000.0,4,1.75,1790,8372,1.0,4
6774,480000.0,3,2.0,1580,7400,1.0,3
6775,535000.0,6,1.75,2460,6000,1.0,4
6776,425000.0,5,2.75,2110,5120,2.0,3
6777,408000.0,3,2.5,1470,1204,3.0,3
6778,1255000.0,4,2.5,3510,13100,2.0,4
6779,310000.0,1,0.75,520,2885,1.0,4
6780,292000.0,3,2.5,1950,7421,2.0,3
6781,217000.0,2,1.0,770,9715,1.0,4
6782,398500.0,4,2.5,2250,6064,2.0,3
6783,2250000.0,3,3.0,4040,7200,1.5,4
6784,700000.0,4,1.75,2360,6000,1.0,3
6785,585000.0,4,2.5,2330,45860,2.0,3
6786,399950.0,3,1.0,1720,8910,1.0,4
6787,235000.0,3,1.75,1900,8540,1.0,3
6788,212000.0,3,1.0,1040,6800,1.0,5
6789,310000.0,3,2.0,2070,9195,1.0,3
6790,539000.0,3,2.0,2070,9195,1.0,3
6791,390000.0,3,3.0,1550,1608,2.0,3
6792,560000.0,3,2.5,2020,11935,1.0,4
6793,800000.0,5,2.5,3320,9024,2.0,3
6794,1900000.0,4,3.25,4130,112521,2.0,3
6795,472000.0,5,2.0,2030,9804,1.0,3
6796,502550.0,3,1.75,1770,7875,1.0,4
6797,830000.0,4,3.25,3330,7809,2.0,3
6798,224950.0,4,2.5,2260,9686,1.0,4
6799,375000.0,3,2.5,1950,6871,2.0,3
6800,645000.0,3,2.5,2930,19900,1.5,3
6801,599000.0,3,2.75,1960,2500,1.5,5
6802,515000.0,4,2.5,2980,12534,2.0,3
6803,135000.0,2,1.0,780,6685,1.0,4
6804,485000.0,3,2.5,1650,4218,2.0,3
6805,890000.0,3,3.25,4030,12765,2.0,4
6806,215000.0,3,1.0,1010,10125,1.0,4
6807,299500.0,3,1.0,1190,9600,1.0,3
6808,800000.0,2,1.0,1050,8750,1.0,4
6809,275000.0,3,2.5,1560,4244,2.0,3
6810,256400.0,3,1.5,1490,7800,1.0,3
6811,310000.0,2,1.0,770,8149,1.0,4
6812,385000.0,1,1.0,620,5100,1.0,3
6813,203000.0,3,1.5,1200,9120,1.0,3
6814,285000.0,4,2.0,2120,6865,1.0,3
6815,473975.0,3,2.5,2330,3610,2.0,3
6816,320000.0,3,1.75,2000,9760,1.0,4
6817,599000.0,5,2.75,2820,4608,1.0,3
6818,580000.0,3,2.0,2040,4800,1.0,4
6819,269500.0,4,2.25,1700,7056,2.0,3
6820,274000.0,2,1.0,820,6200,1.0,4
6821,347000.0,2,1.75,1315,2162,2.0,4
6822,270000.0,3,1.75,1390,10905,1.0,3
6823,1430000.0,3,2.0,1890,12017,1.0,3
6824,220000.0,3,1.75,1460,7226,1.0,3
6825,243000.0,3,1.0,1480,15416,1.0,4
6826,457500.0,3,1.75,1840,4030,1.0,5
6827,340000.0,2,1.75,1880,7208,1.0,3
6828,657500.0,4,1.5,1910,5000,1.5,3
6829,332500.0,4,2.5,2220,4720,2.0,3
6830,340000.0,3,2.0,1410,10015,1.0,3
6831,350000.0,4,3.0,3380,16133,1.0,3
6832,428000.0,4,2.5,1950,5602,1.0,5
6833,515055.0,4,2.5,2400,8320,2.0,3
6834,450000.0,3,1.75,1560,8968,1.0,4
6835,190000.0,3,1.0,1040,8910,1.0,3
6836,1000000.0,4,2.75,3090,16538,3.0,4
6837,299000.0,3,2.5,1850,4600,2.0,3
6838,508000.0,2,1.0,1200,2500,2.0,3
6839,294000.0,4,2.25,2190,3746,2.0,3
6840,320000.0,2,1.0,1380,5820,1.0,3
6841,641000.0,5,2.75,3710,8674,2.0,3
6842,675000.0,3,2.5,2320,98445,1.0,4
6843,255000.0,3,1.5,1110,10296,1.0,5
6844,286651.0,3,2.5,1830,4997,2.0,3
6845,607500.0,4,2.5,2460,45738,1.0,4
6846,765000.0,3,1.0,1270,6500,1.0,4
6847,334950.0,4,1.75,1700,40973,1.0,3
6848,426000.0,3,1.0,1130,9147,1.0,5
6849,775000.0,3,1.75,1640,18730,1.5,4
6850,343000.0,2,1.5,1040,8526,1.0,5
6851,470101.0,4,2.5,2320,7800,2.0,3
6852,195000.0,3,1.5,1200,7800,1.0,4
6853,772500.0,4,1.0,1720,4410,1.5,3
6854,450000.0,3,1.5,2330,11740,1.0,3
6855,1437500.0,4,3.75,4410,9231,3.0,3
6856,525000.0,4,1.75,1650,8560,1.0,3
6857,280000.0,3,1.5,1370,11400,2.0,3
6858,270000.0,3,2.5,1770,8640,1.0,3
6859,406100.0,3,2.25,1410,1332,3.0,3
6860,332544.0,2,1.75,1710,4187,1.0,3
6861,110000.0,2,1.0,790,8250,1.0,3
6862,685000.0,6,2.25,2770,5854,1.5,3
6863,461000.0,4,1.0,1260,8505,1.5,5
6864,615000.0,3,2.25,2300,8067,1.0,4
6865,550000.0,2,1.0,1070,3000,1.0,4
6866,1060000.0,4,3.5,3850,8100,2.0,3
6867,685000.0,3,2.5,2320,219978,2.0,4
6868,1555000.0,5,2.5,2870,16238,2.0,4
6869,312000.0,4,2.5,1830,5175,2.0,3
6870,507500.0,3,1.75,1990,9594,1.0,3
6871,217000.0,3,1.0,1110,9827,1.0,3
6872,439000.0,3,2.25,1830,13477,1.0,4
6873,620000.0,6,3.5,3600,6875,2.0,3
6874,915000.0,4,2.5,3210,8532,2.0,3
6875,425000.0,4,2.0,1490,5300,1.0,3
6876,435000.0,2,1.0,990,5643,1.0,3
6877,305000.0,3,2.25,1646,12414,2.0,3
6878,276000.0,2,1.0,720,4000,1.0,3
6879,327500.0,3,2.25,2310,7200,2.0,3
6880,810000.0,3,2.5,2670,10481,2.0,3
6881,715000.0,3,3.25,3060,9055,2.0,3
6882,272000.0,3,1.5,1380,11760,1.0,4
6883,266000.0,2,1.0,700,5559,1.0,5
6884,543000.0,3,1.5,1710,8364,2.0,3
6885,400000.0,3,2.5,1450,8064,1.0,3
6886,509500.0,5,2.25,2060,9000,1.0,4
6887,495000.0,3,3.5,2380,6250,2.0,3
6888,424950.0,4,2.5,2760,5564,2.0,3
6889,230000.0,3,1.0,940,10875,1.0,3
6890,235000.0,4,1.5,1760,6150,1.5,3
6891,763000.0,3,2.0,1360,8752,1.0,4
6892,350000.0,3,1.75,2010,6150,2.0,5
6893,900000.0,3,1.5,2160,2260,2.0,5
6894,250000.0,3,1.0,930,6060,1.0,4
6895,225000.0,3,2.5,1020,2040,2.0,3
6896,255000.0,2,2.0,1360,5433,1.0,3
6897,161700.0,4,1.75,1720,7200,1.0,3
6898,336000.0,3,3.0,1790,13350,1.0,3
6899,410500.0,3,1.0,1150,6800,1.0,3
6900,502700.0,4,3.5,2710,14016,2.0,4
6901,505000.0,3,2.5,2400,9601,1.0,5
6902,250000.0,3,1.0,1660,7650,1.5,3
6903,570000.0,3,1.0,1660,7650,1.5,3
6904,349900.0,4,2.5,2290,8796,2.0,3
6905,465000.0,3,2.5,2870,25663,2.0,3
6906,625000.0,4,3.25,4240,25639,2.0,3
6907,655000.0,3,1.75,1800,5102,1.0,3
6908,469000.0,4,1.75,2960,11347,1.0,4
6909,355000.0,3,2.25,1980,7200,1.0,3
6910,596000.0,3,2.5,1730,2631,2.0,3
6911,790000.0,4,2.5,3020,36893,2.0,3
6912,885000.0,4,2.25,4470,86225,2.0,3
6913,1030000.0,4,3.25,2830,4000,2.0,3
6914,710000.0,4,1.75,2120,5400,1.0,4
6915,428040.0,3,2.5,2150,9266,2.0,3
6916,1370000.0,5,2.25,3510,13843,1.0,3
6917,546000.0,2,1.0,970,3400,1.0,3
6918,540000.0,4,1.0,1360,5766,1.5,5
6919,435000.0,3,2.5,1470,3000,1.0,3
6920,540000.0,4,2.25,3040,10283,1.0,4
6921,284000.0,2,1.0,860,7204,1.0,3
6922,208000.0,2,1.0,820,5700,1.0,5
6923,315000.0,3,1.75,1900,7076,1.0,3
6924,417500.0,2,1.0,1330,5510,1.0,3
6925,345000.0,3,1.75,1240,38095,1.0,3
6926,375000.0,3,2.5,1330,1064,3.0,3
6927,389800.0,3,1.75,1880,12821,1.0,3
6928,475000.0,3,1.75,1890,7560,1.0,3
6929,569000.0,4,2.25,2250,41688,2.0,3
6930,985000.0,5,4.25,4650,108464,2.0,3
6931,532000.0,3,2.5,1830,8022,2.0,3
6932,280000.0,2,1.0,720,5000,1.0,5
6933,435000.0,4,2.0,1960,50112,1.0,4
6934,223000.0,3,1.0,1220,71191,1.0,3
6935,390000.0,2,1.0,1800,119790,1.0,4
6936,315000.0,3,1.75,1340,12800,1.0,3
6937,612000.0,3,3.0,1740,3700,1.0,3
6938,591000.0,3,1.75,1680,2400,1.0,5
6939,800000.0,4,2.25,3220,8436,2.0,3
6940,225000.0,3,2.0,1610,8400,1.0,3
6941,589900.0,2,3.0,3160,66646,2.0,3
6942,565000.0,4,2.5,2520,13156,1.0,3
6943,650000.0,3,1.5,2120,8448,1.0,3
6944,499000.0,3,2.5,2090,8505,2.0,3
6945,280000.0,3,1.0,1330,20562,1.5,3
6946,649950.0,3,2.5,2420,7500,1.0,4
6947,420000.0,3,1.75,1510,6360,1.0,4
6948,319990.0,4,2.5,2120,5293,2.0,3
6949,265000.0,3,2.0,1850,16535,1.0,3
6950,482000.0,3,1.75,2300,16474,1.0,3
6951,452000.0,3,2.25,2600,14810,1.0,4
6952,1488000.0,4,4.25,5180,13077,2.0,3
6953,375000.0,2,1.0,1810,8527,1.5,4
6954,588000.0,5,3.0,2190,4900,2.0,5
6955,635000.0,4,2.5,2500,10215,2.0,3
6956,280500.0,4,2.5,1890,6962,2.0,3
6957,210500.0,2,1.75,2040,8600,1.0,4
6958,196500.0,3,2.0,1310,7000,1.0,4
6959,1395000.0,5,3.5,4010,8510,2.0,5
6960,475000.0,3,1.75,1780,8033,1.0,2
6961,550000.0,3,2.5,1980,9061,2.0,4
6962,1580000.0,3,3.25,3690,7200,2.0,3
6963,240000.0,3,1.75,1540,6687,1.0,3
6964,272000.0,3,1.0,1130,8100,1.5,3
6965,408506.0,3,2.75,2480,209199,1.5,3
6966,640000.0,3,2.5,2580,7500,2.0,3
6967,316000.0,4,2.5,2010,7226,2.0,3
6968,299000.0,4,2.0,2320,12000,1.0,3
6969,447500.0,2,2.25,1180,2090,2.0,3
6970,736500.0,4,2.5,3180,21904,2.0,3
6971,665000.0,4,2.0,2970,52567,2.0,3
6972,707000.0,5,2.5,3050,13212,1.0,4
6973,215000.0,4,1.75,1630,8000,1.0,3
6974,275000.0,3,2.25,1620,6415,2.0,4
6975,648000.0,4,2.25,2170,8240,2.0,4
6976,415000.0,4,2.5,2150,8173,2.0,3
6977,690000.0,3,2.0,1770,1800,3.0,3
6978,320000.0,4,2.75,2110,13260,1.0,4
6979,750000.0,3,1.75,1590,8285,1.0,4
6980,355000.0,3,2.25,1370,1524,3.0,3
6981,246000.0,3,1.75,1390,7399,1.0,4
6982,1155000.0,3,1.75,1640,10464,1.0,4
6983,744000.0,3,2.5,2670,12187,2.0,3
6984,1210000.0,3,3.75,5400,24740,2.0,3
6985,217000.0,3,2.0,1690,6750,1.0,3
6986,583000.0,3,2.5,2600,5100,2.0,3
6987,515000.0,2,1.5,1400,5000,1.0,4
6988,594000.0,4,1.75,2140,8000,1.0,4
6989,303100.0,3,1.5,1640,5650,1.0,3
6990,430000.0,3,1.75,1720,15225,1.0,4
6991,708000.0,5,3.25,3060,11778,2.0,3
6992,221000.0,3,1.0,1150,7260,1.0,3
6993,325000.0,3,2.5,2000,7205,2.0,3
6994,1295650.0,0,0.0,4810,28008,2.0,3
6995,385000.0,3,1.75,1560,5950,1.0,4
6996,359500.0,3,2.5,2070,4689,2.0,3
6997,433000.0,3,2.0,1920,7200,1.0,3
6998,525000.0,2,1.0,1000,4950,1.0,3
6999,356200.0,3,2.0,1690,10062,1.0,5
7000,595000.0,4,2.0,3090,87120,1.0,4
7001,560000.0,4,1.5,1790,3420,1.0,4
7002,2175000.0,4,3.0,4750,21701,1.5,5
7003,513000.0,4,2.0,2090,4000,1.0,3
7004,365000.0,2,1.0,680,2550,1.0,4
7005,368000.0,4,1.75,2100,11942,1.0,3
7006,870000.0,4,2.75,2840,4000,1.5,5
7007,225000.0,3,2.25,1470,6808,1.0,3
7008,1387000.0,4,4.5,4490,24767,2.0,3
7009,177000.0,3,1.75,1150,8079,1.0,4
7010,465000.0,3,1.5,1460,9879,1.0,3
7011,750000.0,4,2.75,3150,6343,1.0,3
7012,149000.0,3,1.0,1090,2800,1.0,3
7013,605000.0,3,2.5,2670,47480,2.0,3
7014,725000.0,3,2.0,2110,5800,1.5,4
7015,413900.0,4,2.25,1770,5236,2.0,3
7016,199950.0,3,1.5,1510,6600,1.0,3
7017,400000.0,1,1.0,530,13679,1.0,4
7018,870000.0,3,1.5,2420,5000,2.0,4
7019,292000.0,5,2.5,2490,7666,1.0,4
7020,225000.0,3,1.0,990,8012,1.0,4
7021,466750.0,4,2.0,1730,9139,2.0,3
7022,330000.0,2,1.5,1440,11954,1.0,4
7023,770000.0,7,2.25,3260,8145,2.0,5
7024,802500.0,4,2.25,1950,7000,1.0,3
7025,378800.0,5,2.5,2740,5400,2.0,3
7026,795000.0,3,2.75,2940,12487,2.0,3
7027,460000.0,3,2.0,1200,7320,1.0,3
7028,567000.0,3,2.5,2070,10908,2.0,3
7029,209950.0,3,1.75,1570,15570,1.0,3
7030,415000.0,2,1.0,1050,60113,1.0,4
7031,424500.0,4,1.5,1830,6985,1.0,3
7032,261000.0,2,1.0,970,12500,1.0,3
7033,365000.0,3,2.5,2200,9696,2.0,3
7034,631000.0,4,2.0,1930,3240,1.5,4
7035,3800000.0,5,5.5,7050,42840,1.0,4
7036,584000.0,3,2.5,1790,3962,2.0,3
7037,310000.0,3,1.75,1560,82328,1.0,3
7038,717000.0,4,2.5,2780,7985,2.0,4
7039,667000.0,3,1.5,1720,8100,2.0,3
7040,190000.0,3,1.0,1640,8100,1.0,3
7041,430000.0,3,2.0,1730,9000,1.0,3
7042,213000.0,2,1.0,740,7380,1.0,4
7043,475000.0,3,2.5,2280,3710,1.0,3
7044,649000.0,2,2.75,2090,23962,2.0,4
7045,715000.0,3,2.5,2550,13458,2.0,3
7046,845000.0,4,3.5,3350,19487,1.0,3
7047,390000.0,3,2.5,2770,8820,1.0,3
7048,390000.0,4,3.0,2860,5724,1.0,3
7049,328000.0,4,1.75,1990,7194,1.0,4
7050,239999.0,3,2.75,1740,8436,1.0,3
7051,225000.0,3,2.0,1460,7740,1.0,3
7052,920000.0,3,1.75,3670,11884,1.0,4
7053,940000.0,4,2.75,3270,9231,2.0,3
7054,465000.0,3,1.0,1210,4872,1.0,4
7055,241000.0,3,2.0,1770,7000,1.0,3
7056,307550.0,4,2.5,1980,5909,2.0,3
7057,490000.0,4,2.5,2650,9627,1.0,4
7058,647000.0,4,2.5,3040,6887,2.0,3
7059,780000.0,4,2.75,3640,231739,1.5,3
7060,517500.0,3,2.5,1810,4332,2.0,3
7061,295000.0,3,2.0,1380,8682,1.0,4
7062,560000.0,4,1.5,1810,3400,2.0,3
7063,319450.0,5,2.0,2250,5472,1.5,5
7064,1500000.0,4,3.25,3860,7199,2.0,3
7065,340000.0,4,3.0,2380,20277,1.0,3
7066,249950.0,3,1.0,1370,11658,1.0,4
7067,499950.0,3,1.0,1830,3000,1.5,3
7068,1038000.0,4,1.75,1440,13296,1.0,4
7069,750000.0,4,2.5,2510,17200,1.0,4
7070,875000.0,4,2.5,3230,256132,2.0,3
7071,678000.0,3,1.75,1670,7210,1.0,5
7072,360000.0,2,1.0,780,4200,1.0,3
7073,354900.0,3,1.0,1720,16552,1.0,4
7074,632000.0,5,2.5,2260,10087,1.0,3
7075,350000.0,3,1.75,1480,9375,1.0,4
7076,990000.0,3,4.0,2550,3900,2.0,3
7077,1650000.0,4,3.25,3920,881654,3.0,3
7078,481000.0,4,2.5,2286,8269,2.0,3
7079,485000.0,3,2.5,1500,5412,1.0,5
7080,477000.0,3,2.5,1740,4960,2.0,3
7081,560000.0,5,2.5,2880,9000,1.0,5
7082,600000.0,6,3.0,2600,9350,1.0,4
7083,622500.0,5,2.75,3320,23760,2.0,4
7084,410000.0,2,2.25,1660,2128,2.0,4
7085,318200.0,3,2.5,1990,3644,2.0,3
7086,289000.0,3,2.0,1680,8424,1.0,3
7087,263000.0,3,1.75,1570,7775,2.0,3
7088,240000.0,3,1.0,1150,4825,1.0,4
7089,281500.0,3,1.0,1270,7500,1.0,3
7090,587206.0,3,3.5,1890,1710,2.0,3
7091,482000.0,2,2.25,1350,1248,2.0,3
7092,485000.0,3,1.75,1650,9500,1.0,3
7093,309000.0,3,2.5,1450,11480,2.0,3
7094,221000.0,3,2.25,1640,7350,1.0,3
7095,700000.0,3,2.5,2030,8398,2.0,4
7096,411500.0,5,3.0,2420,7740,1.0,5
7097,285000.0,4,3.5,2770,10505,2.0,3
7098,395000.0,4,3.0,1980,7931,1.0,4
7099,237950.0,2,1.75,1460,7926,1.0,4
7100,680000.0,3,2.5,1610,8064,1.0,4
7101,199950.0,2,1.0,1010,10057,1.0,3
7102,765000.0,4,3.5,2760,4000,2.0,3
7103,515000.0,2,1.0,1060,4960,1.0,3
7104,470000.0,3,1.5,1510,8000,1.0,4
7105,330000.0,2,1.0,880,4000,1.0,3
7106,284000.0,3,2.5,2150,9375,1.0,3
7107,295000.0,3,2.5,1660,8125,1.0,3
7108,555000.0,4,2.5,2160,10987,1.0,4
7109,350000.0,3,1.0,1370,8162,1.5,3
7110,240000.0,3,2.25,1460,5818,1.0,3
7111,419900.0,3,1.5,1450,7000,1.0,3
7112,528000.0,3,2.0,1560,6300,1.0,3
7113,481000.0,4,2.5,2480,9869,1.0,4
7114,304700.0,2,1.0,740,5995,1.0,4
7115,715000.0,4,2.5,2927,12171,2.0,3
7116,738950.0,4,2.75,2260,12005,1.0,4
7117,215000.0,3,1.5,1240,9405,1.0,4
7118,300000.0,6,2.0,2040,10812,1.0,4
7119,346000.0,3,1.75,1270,8100,1.0,3
7120,473000.0,4,3.5,4370,37193,2.0,3
7121,500000.0,3,1.75,1700,6120,1.0,3
7122,750000.0,2,1.5,1300,7632,1.0,3
7123,519900.0,4,2.0,1820,9350,1.0,4
7124,378500.0,2,1.0,880,6171,1.0,4
7125,314500.0,3,1.75,1870,12381,1.0,4
7126,499950.0,3,1.5,1350,9315,1.0,3
7127,1735000.0,5,3.5,4870,7700,2.5,5
7128,630000.0,3,2.5,2460,38794,2.0,3
7129,360000.0,4,1.5,1720,6417,1.0,3
7130,460000.0,2,1.5,2730,19877,1.0,4
7131,361000.0,3,1.0,1100,4046,1.5,4
7132,713400.0,3,2.25,1810,9845,1.0,4
7133,445000.0,2,1.0,930,3150,1.0,5
7134,305000.0,4,1.5,1590,131551,1.0,4
7135,1430000.0,3,2.75,2710,9204,1.5,3
7136,222000.0,3,1.0,1460,8400,1.0,4
7137,510000.0,5,3.25,3400,4499,2.0,3
7138,500000.0,5,3.0,2920,11440,2.0,3
7139,605000.0,2,1.0,910,3600,1.0,4
7140,393000.0,3,2.0,1320,10720,2.0,3
7141,725000.0,4,2.5,2490,5170,2.0,4
7142,320000.0,3,1.75,2220,11646,1.0,3
7143,210000.0,4,1.5,1130,7840,1.0,4
7144,419900.0,4,2.5,2750,5767,2.0,3
7145,410000.0,4,2.5,2240,4447,2.0,3
7146,721000.0,3,2.25,2680,10440,1.0,3
7147,605000.0,2,2.0,1270,5500,1.5,4
7148,738000.0,3,1.75,1520,5500,1.5,5
7149,725000.0,6,3.0,2480,12000,2.0,3
7150,255000.0,2,1.0,960,20954,1.0,3
7151,303000.0,3,2.25,1340,873,3.0,3
7152,394950.0,3,2.5,1090,7700,1.0,4
7153,530000.0,4,3.0,2240,5580,2.0,5
7154,475000.0,4,2.5,3740,8700,1.0,3
7155,250000.0,4,2.5,1800,8100,2.0,3
7156,180000.0,3,1.0,780,3540,1.0,2
7157,443500.0,2,1.0,1330,4140,1.0,4
7158,390000.0,4,2.0,1900,76877,1.0,3
7159,430000.0,4,1.75,1570,7650,1.0,3
7160,460000.0,5,4.5,3100,7260,2.0,3
7161,660000.0,3,3.5,2740,3785,2.0,3
7162,515000.0,3,1.75,1570,10939,1.0,3
7163,482500.0,3,2.0,1330,6490,1.0,4
7164,305000.0,2,1.5,1140,2980,2.0,3
7165,835000.0,4,2.75,1550,4000,1.5,3
7166,237000.0,3,2.0,1290,7952,1.0,3
7167,445000.0,2,1.5,1510,2001,2.0,4
7168,710000.0,4,2.5,2720,8000,1.0,4
7169,180000.0,3,1.0,840,5700,1.0,4
7170,280017.0,3,2.5,1850,8770,2.0,3
7171,436500.0,4,2.5,2290,11173,2.0,4
7172,1255000.0,4,2.5,3200,7535,2.0,3
7173,420000.0,3,2.25,1800,9800,1.0,4
7174,205000.0,3,1.0,860,7467,1.0,3
7175,570000.0,3,1.5,1980,10203,1.0,4
7176,565000.0,4,1.75,2140,7102,1.0,4
7177,287000.0,2,2.5,2410,7500,1.0,3
7178,260000.0,4,1.75,1650,7276,1.0,3
7179,470000.0,4,1.75,1650,7276,1.0,3
7180,700000.0,3,2.5,2410,9916,2.0,4
7181,249000.0,3,1.75,1520,7500,1.0,3
7182,568000.0,3,1.75,2050,3520,1.0,4
7183,500000.0,4,1.0,1720,4011,1.5,4
7184,358000.0,5,2.5,2390,8775,1.0,4
7185,225000.0,3,2.5,1680,6755,2.0,3
7186,275500.0,3,1.0,1060,7246,1.0,4
7187,495000.0,3,2.5,1860,3150,2.0,3
7188,758800.0,5,2.25,1750,5000,1.0,3
7189,280000.0,3,1.75,1480,8165,1.0,4
7190,380500.0,3,2.5,1900,7361,2.0,3
7191,3200000.0,7,4.5,6210,8856,2.5,5
7192,260000.0,3,1.75,1440,12888,1.0,3
7193,630000.0,4,2.5,1910,1502,3.0,3
7194,875000.0,3,2.0,2010,4000,1.0,5
7195,457500.0,3,1.0,960,4600,1.5,4
7196,900000.0,2,1.0,1240,5500,1.0,3
7197,235000.0,2,2.0,870,6450,1.0,4
7198,410000.0,3,2.0,1400,45738,2.0,4
7199,355000.0,3,3.0,1850,9600,1.0,3
7200,1300000.0,4,4.0,4270,6002,2.0,3
7201,467500.0,3,1.75,2260,8512,1.0,3
7202,500000.0,4,4.5,2690,7350,1.5,5
7203,995000.0,4,3.5,2780,9550,2.0,5
7204,277000.0,3,1.0,1140,8144,1.0,3
7205,630000.0,4,2.25,2900,9680,2.0,3
7206,628000.0,5,2.75,2830,11795,1.0,4
7207,655000.0,5,2.5,2560,46786,2.0,3
7208,170000.0,2,1.0,1240,9900,1.0,3
7209,352500.0,4,2.5,2100,10750,1.0,4
7210,615000.0,4,2.75,3120,34040,2.0,3
7211,165000.0,3,1.0,970,6600,1.0,3
7212,243500.0,4,2.5,2300,15188,2.0,4
7213,304000.0,2,1.5,950,676,2.0,3
7214,369000.0,3,1.5,2110,5195,1.0,3
7215,779950.0,4,2.75,2990,4298,2.0,3
7216,605000.0,4,2.25,2940,48788,1.0,5
7217,292500.0,4,2.5,1860,8709,2.0,3
7218,500007.0,2,1.75,1820,6050,1.0,3
7219,449999.0,4,2.5,1950,4947,2.0,3
7220,355000.0,4,2.5,1890,7867,2.0,3
7221,258000.0,4,3.0,2710,7199,1.0,4
7222,380000.0,4,2.25,2150,20181,1.0,3
7223,650000.0,4,3.0,3720,57499,1.0,3
7224,456500.0,4,2.5,2580,11780,2.0,3
7225,259950.0,4,2.0,1540,10212,1.5,5
7226,123000.0,2,1.0,1050,6600,1.5,3
7227,520000.0,3,2.25,1210,1250,3.0,3
7228,506000.0,4,2.25,2040,12000,1.0,4
7229,425000.0,3,1.0,980,4800,1.5,3
7230,438000.0,5,2.5,1990,6840,2.0,4
7231,1490000.0,4,2.5,2420,18480,1.0,4
7232,375000.0,4,2.0,1240,3000,1.0,3
7233,337500.0,3,2.25,1530,6600,1.0,4
7234,300000.0,4,2.25,2080,7700,1.0,3
7235,627000.0,5,3.25,3570,5425,2.0,3
7236,1400000.0,5,4.25,4230,6907,2.0,3
7237,674725.0,4,2.5,2700,10160,2.0,3
7238,325000.0,3,2.75,2200,7000,1.0,4
7239,230000.0,5,2.0,1210,12538,2.0,3
7240,485000.0,5,1.75,2140,43124,1.0,4
7241,315000.0,4,2.5,2740,8400,1.5,3
7242,560000.0,3,2.75,1370,1193,3.0,3
7243,444000.0,4,3.0,2800,7198,2.0,3
7244,325000.0,3,1.5,1060,7488,1.0,5
